edge_type,round_idx,timestamp,source_message_id,target_message_id,source_agent_id,target_agent_id,target_entity,channel,edge_source,edge_weight
reply,4,2046-05-23T09:12:00,20460523_04_013,20460523_04_012,pr_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:13:00,20460523_04_014,20460523_04_013,quality_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:14:00,20460523_04_015,20460523_04_014,social_media_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:15:00,20460523_04_016,20460523_04_015,quality_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:16:00,20460523_04_017,20460523_04_016,legal_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:17:00,20460523_04_018,20460523_04_017,pr_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:18:00,20460523_04_019,20460523_04_018,social_media_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:19:00,20460523_04_020,20460523_04_019,quality_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:20:00,20460523_04_021,20460523_04_020,social_media_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:21:00,20460523_04_022,20460523_04_021,quality_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:23:00,20460523_04_024,20460523_04_022,quality_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:24:00,20460523_04_025,20460523_04_024,legal_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
thread_parent,4,2046-05-23T09:25:00,20460523_04_026,20460523_04_023,pr_agent,social_media_agent,social_media_agent,official_post,heuristic,1
mention,4,2046-05-23T09:25:00,20460523_04_026,,pr_agent,,@HabitatForHumanity,official_post,content_mention,1
reply,4,2046-05-23T09:26:00,20460523_04_027,20460523_04_025,pr_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:27:00,20460523_04_028,20460523_04_027,quality_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:28:00,20460523_04_029,20460523_04_028,quality_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,4,2046-05-23T09:29:00,20460523_04_030,20460523_04_029,social_media_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
thread_parent,4,2046-05-23T09:30:00,20460523_04_031,20460523_04_009,pr_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
reply,4,2046-05-23T09:31:00,20460523_04_032,20460523_04_031,social_media_agent,pr_agent,pr_agent,one_on_one_chat,responding_to_valid,1
reply,4,2046-05-23T09:32:00,20460523_04_033,20460523_04_032,pr_agent,social_media_agent,social_media_agent,one_on_one_chat,responding_to_valid,1
reply,4,2046-05-23T09:33:00,20460523_04_034,20460523_04_033,social_media_agent,pr_agent,pr_agent,one_on_one_chat,responding_to_valid,1
reply,4,2046-05-23T09:35:00,20460523_04_036,20460523_04_035,quality_agent,pr_agent,pr_agent,side_huddle,responding_to_valid,1
reply,4,2046-05-23T09:36:00,20460523_04_037,20460523_04_036,legal_agent,quality_agent,quality_agent,side_huddle,responding_to_valid,1
reply,4,2046-05-23T09:37:00,20460523_04_038,20460523_04_037,social_media_agent,legal_agent,legal_agent,side_huddle,responding_to_valid,1
reply,4,2046-05-23T09:39:00,20460523_04_040,20460523_04_038,pr_agent,social_media_agent,social_media_agent,side_huddle,responding_to_valid,1
reply,4,2046-05-23T09:40:00,20460523_04_041,20460523_04_040,quality_agent,pr_agent,pr_agent,side_huddle,responding_to_valid,1
reply,5,2046-05-24T09:01:00,20460524_05_002,20460524_05_001,quality_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:02:00,20460524_05_003,20460524_05_002,social_media_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:03:00,20460524_05_004,20460524_05_003,pr_intern_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:04:00,20460524_05_005,20460524_05_004,pr_agent,pr_intern_agent,pr_intern_agent,comms_huddle,responding_to_valid,1
mention,5,2046-05-24T09:05:00,20460524_05_006,,intern_agent,,@TenantThread,personal_post,content_mention,1
reply,5,2046-05-24T09:06:00,20460524_05_007,20460524_05_005,quality_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:07:00,20460524_05_008,20460524_05_007,legal_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:08:00,20460524_05_009,20460524_05_008,quality_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:09:00,20460524_05_010,20460524_05_009,social_media_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:10:00,20460524_05_011,20460524_05_010,intern_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:11:00,20460524_05_012,20460524_05_011,pr_agent,intern_agent,intern_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:13:00,20460524_05_014,20460524_05_012,quality_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:14:00,20460524_05_015,20460524_05_014,quality_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:15:00,20460524_05_016,20460524_05_015,legal_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
thread_parent,5,2046-05-24T09:16:00,20460524_05_017,20460524_05_013,pr_intern_agent,social_media_agent,social_media_agent,official_post,heuristic,1
thread_parent,5,2046-05-24T09:17:00,20460524_05_018,20460524_05_006,pr_intern_agent,intern_agent,intern_agent,personal_post,heuristic,1
reply,5,2046-05-24T09:19:00,20460524_05_020,20460524_05_019,pr_intern_agent,pr_agent,pr_agent,one_on_one_chat,responding_to_valid,1
reply,5,2046-05-24T09:20:00,20460524_05_021,20460524_05_016,pr_intern_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:21:00,20460524_05_022,20460524_05_021,social_media_agent,pr_intern_agent,pr_intern_agent,comms_huddle,responding_to_valid,1
reply,5,2046-05-24T09:22:00,20460524_05_023,20460524_05_022,pr_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
